date,asset_id,asset_name,opportunity_mwh,estimated_incremental_margin_usd,avg_spread_mwh,hours_flagged
2026-01-19,A01,Riverbend CCGT,1665.2802981719342,11187.523370318735,15.081168667320423,7
2026-04-17,A01,Riverbend CCGT,1601.8193556032245,11151.167380669925,15.538038776061628,7
2026-05-07,A01,Riverbend CCGT,1363.096531484851,11140.01138916197,18.943291133335865,6
2026-06-22,A01,Riverbend CCGT,1514.8758649386662,11058.85637455733,16.186717979983886,7
2026-02-23,A01,Riverbend CCGT,1825.2994599248827,10960.012051823322,13.322152493745481,7
2026-04-20,A01,Riverbend CCGT,1486.507006606455,10940.251354531218,16.513333803744842,6
2026-02-06,A02,Pine Ridge CCGT,1442.09265211516,10865.123314645338,16.814438202301396,8
2026-01-30,A01,Riverbend CCGT,1412.496737953465,10727.158588582755,16.5885585322424,5
2026-01-02,A02,Pine Ridge CCGT,1387.8022824779569,10690.023392797148,17.096363656575765,7
2026-06-10,A01,Riverbend CCGT,1440.4806127192644,10580.34645033456,16.29536335258733,6
2026-03-12,A01,Riverbend CCGT,1499.2474743896755,10539.931953098898,15.844715760685744,6
2026-03-17,A01,Riverbend CCGT,1502.1718517651675,10521.206771187695,15.534395522074936,6
2026-06-28,A01,Riverbend CCGT,1543.4359561421365,10450.116889222074,15.453543857532345,6
2026-05-26,A01,Riverbend CCGT,1406.3099541205252,10309.725639752389,16.28173110807035,6
2026-02-04,A01,Riverbend CCGT,1484.7111948597894,10282.00705423288,15.813490488764351,6
2026-05-18,A02,Pine Ridge CCGT,1497.2934912214112,10216.367996511379,15.33561870590848,8
2026-02-19,A01,Riverbend CCGT,1668.4394141938205,10090.223612265236,13.445688775652727,6
2026-01-01,A01,Riverbend CCGT,1677.205777616476,10062.220154614168,13.473630462825984,7
2026-06-11,A01,Riverbend CCGT,1336.1854773206064,9843.276945586476,16.500467808582158,5
2026-02-08,A01,Riverbend CCGT,1309.3296838590138,9839.246150177267,17.108146322331756,5
2026-03-02,A01,Riverbend CCGT,1456.98383799349,9781.084943078828,14.947007607549615,6
2026-02-02,A01,Riverbend CCGT,1430.5190182637295,9762.671781074747,15.590646523505951,6
2026-05-29,A01,Riverbend CCGT,1636.490204752841,9500.6644323711,12.949508935174412,6
2026-05-07,A02,Pine Ridge CCGT,1229.0502183467768,9398.872568550498,17.681018122675177,6
2026-02-09,A02,Pine Ridge CCGT,1319.4356368216665,9290.841524145693,15.609722016367028,6
2026-04-01,A01,Riverbend CCGT,1340.1935209321284,9198.517848869105,15.692265996880716,5
2026-03-12,A02,Pine Ridge CCGT,1335.305894523572,9172.176914535303,15.238455952298406,7
2026-04-27,A01,Riverbend CCGT,1314.2364039008014,9169.84849324627,15.704908742819764,5
2026-06-26,A01,Riverbend CCGT,1170.1950091155577,9160.151634215468,17.586115781551985,5
2026-03-04,A01,Riverbend CCGT,1251.919471327094,9141.102427152315,16.268006596162273,5
2026-02-13,A01,Riverbend CCGT,1305.9905297754283,9132.94416318474,15.598071803452262,5
2026-04-16,A01,Riverbend CCGT,1137.2686649017921,9037.4233331691,17.897706151275436,5
2026-06-16,A02,Pine Ridge CCGT,1218.697358633966,8997.559837045193,16.632596287105283,6
2026-02-27,A02,Pine Ridge CCGT,1250.0848543277916,8988.645841132693,16.23867594684115,7
2026-06-01,A03,Magnolia CT,197.0571592681864,8963.060602078458,101.15040218008193,2
2026-01-05,A01,Riverbend CCGT,1360.3188048129869,8939.657802906462,15.124146419277684,5
2026-01-23,A01,Riverbend CCGT,1278.7152144325146,8934.770700472796,15.04730694482598,5
2026-06-14,A01,Riverbend CCGT,1276.860926987723,8916.792167725001,15.531232044661413,5
2026-03-30,A01,Riverbend CCGT,1323.2586032836793,8897.818040257553,14.886023328307846,5
2026-01-13,A02,Pine Ridge CCGT,1307.5547203126912,8826.70476015705,15.200615753868258,7
2026-03-24,A02,Pine Ridge CCGT,1331.6641181445511,8802.467102822504,14.912248506130172,7
2026-03-14,A01,Riverbend CCGT,1109.1281407607325,8727.980835834776,17.49661671329455,5
2026-01-13,A01,Riverbend CCGT,1290.4850525271272,8720.880231184958,15.085113309418835,6
2026-02-03,A02,Pine Ridge CCGT,1083.8685016601387,8710.96512444924,17.57877015757269,6
2026-06-05,A02,Pine Ridge CCGT,1202.7434853285968,8640.388443241609,16.29685315040635,6
2026-04-10,A01,Riverbend CCGT,1057.3136383506903,8635.788269875447,18.78888447983232,4
2026-02-05,A01,Riverbend CCGT,1263.0023389231503,8626.031348764469,15.593127362995222,5
2026-05-19,A02,Pine Ridge CCGT,1319.2782932038194,8542.065348147155,14.793068034427401,6
2026-02-24,A01,Riverbend CCGT,1180.4917204677886,8424.402412182573,15.811658710911649,5
2026-06-26,A02,Pine Ridge CCGT,988.7683258449956,8423.052316545338,18.702280141992254,5
2026-03-03,A01,Riverbend CCGT,1080.3308846223792,8381.60149465057,17.88961250031374,5
2026-03-13,A01,Riverbend CCGT,1118.6616141152676,8346.494179105073,16.99549339838291,4
2026-01-26,A01,Riverbend CCGT,1225.1023360492438,8323.529753778612,15.102285969095135,5
2026-06-24,A01,Riverbend CCGT,1328.3891444220492,8283.719034059379,13.75517162316977,6
2026-01-09,A01,Riverbend CCGT,1153.7214000482063,8258.183204298082,16.217725219009033,5
2026-03-22,A01,Riverbend CCGT,1300.2738852584475,8251.679935682987,14.218609549970543,5
2026-05-27,A01,Riverbend CCGT,1024.812055652936,8245.399899309943,17.89458536752235,4
2026-01-03,A01,Riverbend CCGT,1109.2795648834567,8201.202246016685,16.57039619007715,5
2026-02-26,A01,Riverbend CCGT,1229.8921213211536,8186.051235869799,14.854113793115335,5
2026-04-09,A01,Riverbend CCGT,1220.7718106833897,8184.072238286939,15.124266257579006,5
2026-02-22,A01,Riverbend CCGT,1305.1144877370025,8075.616477113589,13.619962737705364,5
2026-06-30,A02,Pine Ridge CCGT,970.1299706019951,8063.478724132182,18.111023347225164,5
2026-01-20,A01,Riverbend CCGT,1297.6602322597541,8043.313457387611,13.866256604974845,5
2026-04-11,A01,Riverbend CCGT,1086.7187807838968,8039.141570260008,16.65952641776409,5
2026-03-20,A01,Riverbend CCGT,1152.1238960918763,7955.238091343311,15.201223628791336,4
2026-03-10,A01,Riverbend CCGT,1320.4113471571723,7949.31114033203,13.571344590922461,5
2026-06-12,A02,Pine Ridge CCGT,1308.6659100619258,7919.543344460585,13.511107039621487,6
2026-06-22,A02,Pine Ridge CCGT,957.2220191594065,7917.704277964547,19.004530794715837,5
2026-04-02,A01,Riverbend CCGT,1063.6468475713223,7862.638645195542,16.55847183458026,4
2026-01-22,A01,Riverbend CCGT,1123.6738003752675,7833.133873794409,16.04663439631366,5
2026-06-09,A02,Pine Ridge CCGT,1068.3033697038554,7800.172397020474,16.54560796894836,5
2026-04-15,A01,Riverbend CCGT,1239.4236297769608,7799.744610538227,13.978718109396159,5
2026-06-21,A02,Pine Ridge CCGT,1063.7433900422964,7773.660576223255,16.041565178683403,6
2026-03-26,A01,Riverbend CCGT,1077.300833427017,7766.322257740478,16.193057433035673,4
2026-02-03,A01,Riverbend CCGT,917.9855715921699,7765.728011340552,18.81388648615106,4
2026-05-21,A02,Pine Ridge CCGT,1122.778715609007,7685.380359573937,15.264061480048637,6
2026-05-26,A02,Pine Ridge CCGT,1169.776418392943,7666.236489756942,15.07494985608547,6
2026-06-18,A02,Pine Ridge CCGT,528.604664199642,7602.32675817738,33.558564648628085,3
2026-04-07,A02,Pine Ridge CCGT,1023.9733081379593,7587.209374973243,16.599939311310344,5
2026-05-22,A02,Pine Ridge CCGT,1047.5665726306318,7586.455094872491,16.154328022511887,6
2026-01-29,A02,Pine Ridge CCGT,1195.4446138588653,7570.803537716238,14.042339873558427,6
2026-05-02,A01,Riverbend CCGT,1154.6258109552828,7565.188347236899,14.590529062428448,5
2026-02-12,A01,Riverbend CCGT,1012.3388869228922,7463.178366111162,16.8710413537351,4
2026-04-29,A01,Riverbend CCGT,1192.1469916137348,7449.113593021217,14.077943394717897,5
2026-06-01,A04,Cedar CT,264.53870430591365,7441.1421631753465,75.88423235862119,3
2026-01-15,A02,Pine Ridge CCGT,1035.8111511098411,7422.1396154481645,15.763065466369317,6
2026-06-30,A01,Riverbend CCGT,949.5724331629385,7408.947615791806,17.855967443212528,4
2026-05-28,A02,Pine Ridge CCGT,1028.8051160107843,7301.559352459949,16.34877147677006,5
2026-04-23,A01,Riverbend CCGT,1192.6510285536365,7260.577427673656,13.570500270181498,5
2026-04-13,A02,Pine Ridge CCGT,940.003422570915,7187.518287451016,17.170529092378523,5
2026-04-28,A01,Riverbend CCGT,939.9307401873859,7175.346861232276,16.921286791987754,4
2026-04-20,A02,Pine Ridge CCGT,1038.90284509348,7135.303614451255,15.129702042822014,5
2026-06-18,A01,Riverbend CCGT,922.527929724953,7061.50359150457,16.8849335118517,4
2026-01-07,A01,Riverbend CCGT,914.2614499787046,7042.4666764036065,17.061432634128483,4
2026-06-02,A01,Riverbend CCGT,1132.23038918681,7010.8737771459655,13.824720253535446,4
2026-04-17,A02,Pine Ridge CCGT,874.0273500771808,6936.7251277593305,17.425629778924268,5
2026-02-11,A01,Riverbend CCGT,1040.3307276747041,6923.959107858347,15.116807889299842,4
2026-06-04,A01,Riverbend CCGT,971.5940347929445,6909.67029625867,16.122791936705397,4
2026-01-31,A02,Pine Ridge CCGT,996.2196075398925,6757.180442364275,15.299820558199514,5
2026-03-29,A01,Riverbend CCGT,1050.3848000183402,6754.854076279806,14.30645788813304,4
2026-04-12,A01,Riverbend CCGT,1079.3722733600787,6694.336607570278,13.92226236203648,5
2026-05-10,A01,Riverbend CCGT,1135.111405996268,6690.407077085957,13.149162621671598,5
2026-06-16,A01,Riverbend CCGT,974.4050979889608,6674.144202572973,15.306940753225113,4
2026-05-08,A02,Pine Ridge CCGT,907.2185563816696,6657.171320736508,16.004856359544274,4
2026-04-05,A01,Riverbend CCGT,1107.2456636291222,6649.891685796625,13.579150198698473,4
2026-02-16,A02,Pine Ridge CCGT,972.6847220165017,6561.887799276754,14.93993089294131,5
2026-05-24,A01,Riverbend CCGT,814.0729398038108,6545.255581366273,17.579573408423133,4
2026-06-10,A02,Pine Ridge CCGT,940.2410741941883,6520.84824376347,15.485973967968892,5
2026-06-11,A02,Pine Ridge CCGT,914.4671440284667,6505.304866678702,15.885667031752064,5
2026-03-09,A01,Riverbend CCGT,1038.6983377753993,6447.356889734596,13.884828055029246,4
2026-01-28,A01,Riverbend CCGT,927.1293296314707,6430.070520147072,15.446359513206877,4
2026-01-17,A01,Riverbend CCGT,922.3504946807761,6383.906874940135,15.409809851803889,4
2026-05-04,A02,Pine Ridge CCGT,143.19973732147793,6374.54410980691,98.9223433109192,1
2026-01-16,A01,Riverbend CCGT,906.9673010076693,6356.921116226941,15.563647289492165,4
2026-02-17,A01,Riverbend CCGT,768.248134316028,6333.367177334193,18.536415314894057,3
2026-06-17,A02,Pine Ridge CCGT,875.4154354381942,6312.799569973307,16.55851097785669,4
2026-05-05,A01,Riverbend CCGT,909.5599057917696,6306.4606564042215,15.493225454239827,4
2026-05-17,A01,Riverbend CCGT,764.642981508591,6211.52617870938,18.084431907661383,3
2026-02-18,A01,Riverbend CCGT,985.2794963031868,6156.7266997967745,13.945572521626001,4
2026-06-24,A02,Pine Ridge CCGT,858.8539709074596,6129.23634447899,15.79988001983327,4
2026-04-14,A01,Riverbend CCGT,709.3404903401291,6030.977315105025,19.74114550389392,3
2026-03-02,A02,Pine Ridge CCGT,970.5066376102069,5915.887893391538,13.48376607128879,5
2026-01-07,A02,Pine Ridge CCGT,720.5964641283279,5915.752857195101,18.837018894682643,4
2026-06-20,A01,Riverbend CCGT,1029.3902089832961,5839.80337584309,12.54564677708773,3
2026-04-01,A02,Pine Ridge CCGT,844.3207673354198,5809.701808375351,15.084458105144225,4
2026-01-06,A02,Pine Ridge CCGT,871.5980615390207,5780.5676993675825,14.542402110797887,4
2026-04-09,A02,Pine Ridge CCGT,815.1447977358653,5668.545860177559,15.69280911714675,4
2026-05-01,A02,Pine Ridge CCGT,629.3070612964614,5602.01074248035,19.673261596868137,4
2026-06-08,A02,Pine Ridge CCGT,858.8318979480739,5580.327482464441,14.864554960278173,4
2026-05-25,A01,Riverbend CCGT,864.3382913062096,5568.364049925031,14.35002826817394,4
2026-01-21,A02,Pine Ridge CCGT,811.3571788605245,5557.31802266786,15.473964965059302,3
2026-03-17,A02,Pine Ridge CCGT,878.1057352707273,5542.869979581599,14.22042826394337,5
2026-04-11,A02,Pine Ridge CCGT,735.1474135644394,5534.143761817442,16.428936831396882,4
2026-03-11,A01,Riverbend CCGT,701.4649191279616,5530.734317975058,17.501904841868047,3
2026-04-10,A02,Pine Ridge CCGT,726.1918315584805,5496.959426226229,17.500820257436477,4
2026-04-08,A01,Riverbend CCGT,884.371552420779,5494.469359952211,13.742187897764367,4
2026-02-10,A02,Pine Ridge CCGT,644.9548113777942,5477.66792725113,18.91072438531408,3
2026-03-06,A01,Riverbend CCGT,779.1329870973789,5469.048032479033,15.650429925983962,3
2026-02-24,A02,Pine Ridge CCGT,796.081972931707,5437.010386068624,15.206522325991786,4
2026-05-27,A02,Pine Ridge CCGT,639.3956720323677,5393.702501877634,18.47700340481399,3
2026-06-03,A01,Riverbend CCGT,744.870027627419,5378.406506450344,16.021883092464964,3
2026-05-24,A02,Pine Ridge CCGT,748.4704944093623,5335.151581334627,16.34445588895277,4
2026-02-25,A01,Riverbend CCGT,756.520489184783,5316.007991500584,16.332902468974186,3
2026-02-14,A01,Riverbend CCGT,803.0093715466408,5302.301964533839,14.863624383398962,3
2026-03-04,A02,Pine Ridge CCGT,822.929622074137,5278.501063190641,14.248692029896093,4
2026-01-17,A02,Pine Ridge CCGT,813.5994781481156,5240.799614109138,14.036900037180667,4
2026-04-23,A02,Pine Ridge CCGT,879.1867036708186,5234.477927969988,13.064815934092783,5
2026-03-18,A01,Riverbend CCGT,812.4850698567298,5208.2724513681815,14.463531416971916,3
2026-05-09,A01,Riverbend CCGT,720.69847224194,5200.241977710061,16.566753065421693,3
2026-06-23,A01,Riverbend CCGT,694.2518068494815,5173.4954522879925,16.992114456459394,3
2026-03-14,A02,Pine Ridge CCGT,741.2245136315238,5139.397805699383,15.50387790544581,4
2026-02-01,A01,Riverbend CCGT,667.474484465125,5139.176721687254,17.42145229442175,3
2026-02-05,A02,Pine Ridge CCGT,729.1395850600788,5108.568951287087,15.561948953608269,4
2026-03-05,A01,Riverbend CCGT,850.1783781084247,5100.386855698599,13.49323874209774,3
2026-02-13,A02,Pine Ridge CCGT,766.0101285779881,5098.567990691168,14.955927175774931,4
2026-05-08,A01,Riverbend CCGT,721.27255787986,5066.634798125794,15.7158522755823,3
2026-06-01,A01,Riverbend CCGT,754.5431799585789,5040.564948019097,14.801911988900878,3
2026-01-03,A02,Pine Ridge CCGT,814.4647583178022,5022.452563142543,13.449282500519415,4
2026-06-04,A02,Pine Ridge CCGT,746.8161294738068,5019.90249472281,14.921055149942653,4
2026-04-26,A02,Pine Ridge CCGT,691.2335663292429,4998.52336724027,16.367774634381426,4
2026-01-30,A02,Pine Ridge CCGT,710.84012576173,4989.93553405528,16.079122941427862,4
2026-01-05,A02,Pine Ridge CCGT,709.9551704866099,4987.835222363629,15.675103451435241,4
2026-04-02,A02,Pine Ridge CCGT,682.417375989829,4981.49343714235,16.466761648380636,4
2026-03-01,A01,Riverbend CCGT,619.4435974273852,4946.821875093099,17.743726790287,2
2026-03-30,A02,Pine Ridge CCGT,694.3569775979743,4937.346667462012,15.979898068538105,4
2026-01-08,A02,Pine Ridge CCGT,801.1628345348016,4925.808880433674,13.779103320583197,4
2026-04-21,A01,Riverbend CCGT,725.9553368597461,4836.992461731196,15.383077696115068,3
2026-04-24,A02,Pine Ridge CCGT,785.9535042914895,4835.464599188934,14.044908020276598,4
2026-04-08,A03,Magnolia CT,213.28208395464182,4831.872739963587,67.3712804238632,2
2026-03-08,A01,Riverbend CCGT,538.9312717198073,4796.635568969212,19.29990886932335,2
2026-02-07,A01,Riverbend CCGT,769.9486781108851,4781.375383665043,13.827941002536633,3
2026-05-02,A02,Pine Ridge CCGT,755.8667029461091,4704.114555448246,13.976639246461172,4
2026-06-15,A02,Pine Ridge CCGT,665.4547080100166,4675.814676036127,15.460232385864662,3
2026-03-21,A01,Riverbend CCGT,696.6498511586046,4625.055819190016,14.708404708757639,3
2026-05-11,A01,Riverbend CCGT,708.1378982590501,4609.282634058003,14.342167015213187,3
2026-05-23,A01,Riverbend CCGT,710.058816357529,4584.642806449276,14.48258347501398,3
2026-04-02,A04,Cedar CT,324.0269416940019,4536.806477407342,40.47502485403907,3
2026-05-03,A02,Pine Ridge CCGT,540.2107314626016,4525.7144959349625,18.763598837600046,3
2026-04-21,A02,Pine Ridge CCGT,676.9059749140017,4518.266908662843,14.708147629859148,3
2026-04-04,A01,Riverbend CCGT,751.5603558932248,4503.235119059998,13.185220379115831,3
2026-04-25,A02,Pine Ridge CCGT,579.098991483656,4491.42620606466,17.228128378750835,3
2026-03-20,A02,Pine Ridge CCGT,726.8405460874039,4473.108492807803,13.86377412374339,4
2026-04-06,A01,Riverbend CCGT,670.3814467702734,4470.336347751586,14.892357660632463,3
2026-01-04,A03,Magnolia CT,145.27789441720915,4438.578881509446,67.43624739110143,2
2026-06-15,A01,Riverbend CCGT,719.9921095747997,4380.75973226231,13.798454933813105,3
2026-02-25,A02,Pine Ridge CCGT,611.9552541900043,4377.797546041085,16.577154452748356,3
2026-01-24,A01,Riverbend CCGT,723.2233916475545,4372.423900247466,13.450650978925509,3
2026-06-14,A02,Pine Ridge CCGT,642.5985986725275,4354.51543566584,15.440338143422887,3
2026-04-28,A02,Pine Ridge CCGT,550.7403540533589,4231.351546595194,17.099311575121476,3
2026-05-05,A02,Pine Ridge CCGT,550.6269578136631,4229.894827970205,18.155119109680797,3
2026-04-24,A01,Riverbend CCGT,669.6328447796448,4178.128371023406,13.870580779632142,3
2026-06-08,A01,Riverbend CCGT,643.1740473507945,4168.131260375495,14.418126741267088,3
2026-02-26,A02,Pine Ridge CCGT,642.7199041763552,4139.002307852741,14.681326203469261,3
2026-03-11,A02,Pine Ridge CCGT,580.5545074027975,4138.522181050091,16.172711211580076,3
2026-03-23,A03,Magnolia CT,213.78020244965276,4135.951963876075,64.31022437483804,2
2026-01-20,A02,Pine Ridge CCGT,694.1678654465412,4124.9472401265575,13.167040943744341,3
2026-01-11,A01,Riverbend CCGT,612.6151085771787,4122.522819225775,15.066728711418074,2
2026-04-25,A01,Riverbend CCGT,630.0962525104909,4077.9069402691475,14.464846842233605,3
2026-06-06,A02,Pine Ridge CCGT,542.9864878298215,4061.0394834317694,16.70280300801853,3
2026-03-31,A02,Pine Ridge CCGT,539.7795518263038,4060.4076438208713,16.754465353114025,3
2026-03-23,A01,Riverbend CCGT,424.3923273387842,4045.8307115070984,21.075453161480564,2
2026-02-04,A02,Pine Ridge CCGT,546.2928992025115,4032.2310250633213,16.86625146064584,3
2026-03-07,A01,Riverbend CCGT,457.05067482667,4029.436679564845,19.5566492464338,2
2026-03-23,A02,Pine Ridge CCGT,445.9481722613078,4026.8739977233718,19.751480428944586,2
2026-05-17,A03,Magnolia CT,78.40993328358104,4013.022463196501,113.73339221880973,1
2026-03-22,A02,Pine Ridge CCGT,625.8274762428234,4011.0718282328326,14.08475739950633,3
2026-03-19,A01,Riverbend CCGT,661.706899066193,3961.8785448124127,13.421026508431341,3
2026-06-29,A02,Pine Ridge CCGT,556.626433165275,3917.169468359908,16.13093739853824,3
2026-01-04,A04,Cedar CT,134.9753443811988,3916.9481832577317,63.885302661802,2
2026-04-24,A03,Magnolia CT,78.78655193887471,3910.9014244493633,110.30933376897376,1
2026-02-17,A02,Pine Ridge CCGT,582.5994053682037,3871.8373278557006,14.94325050083629,3
2026-05-11,A02,Pine Ridge CCGT,656.933151735105,3865.631263163301,13.082114038125724,3
2026-05-17,A04,Cedar CT,187.6613180234411,3787.4489372610406,65.3305125347803,2
2026-04-30,A01,Riverbend CCGT,611.0003086755968,3760.773289730333,13.713182846843985,3
2026-06-08,A04,Cedar CT,67.78643820914391,3752.399645002441,123.01377824360117,1
2026-06-28,A02,Pine Ridge CCGT,559.8489506183844,3750.252953789147,14.838466376985302,3
2026-03-16,A01,Riverbend CCGT,523.8773176743074,3684.5646576348854,15.948438616611158,2
2026-01-12,A02,Pine Ridge CCGT,562.5357047593036,3673.0109976613476,14.672189659478448,3
2026-01-09,A02,Pine Ridge CCGT,568.0161166692395,3661.6617331200823,14.315860860745394,3
2026-05-29,A02,Pine Ridge CCGT,637.8617492153812,3650.640586538442,12.865096630029782,3
2026-02-10,A01,Riverbend CCGT,393.8769563271958,3647.142044119875,20.62150479403389,2
2026-04-18,A01,Riverbend CCGT,563.774746257038,3581.930147172304,14.209496722560642,2
2026-01-28,A03,Magnolia CT,207.77004532944642,3562.6812815306394,49.8264573007963,2
2026-04-30,A02,Pine Ridge CCGT,580.0241840122787,3545.1824167586806,13.53418584300276,3
2026-04-02,A03,Magnolia CT,85.69401271439071,3531.1770846491845,91.57069367568,1
2026-04-15,A02,Pine Ridge CCGT,592.7723260107695,3519.4448336036617,13.248846870897635,3
2026-03-27,A02,Pine Ridge CCGT,500.95569011517284,3518.2718551648195,15.749793396517914,2
2026-06-02,A02,Pine Ridge CCGT,607.7083231161924,3514.7925431279455,12.884900722895312,3
2026-06-03,A02,Pine Ridge CCGT,526.8353676171789,3506.529111784015,14.809076544583624,3
2026-03-28,A01,Riverbend CCGT,509.7419078940345,3462.207980924843,15.142147578733203,2
2026-06-08,A03,Magnolia CT,67.87954588390267,3439.8694902482257,112.6135174187518,1
2026-05-06,A01,Riverbend CCGT,567.6094452760403,3409.5157327238267,13.486832716537151,2
2026-01-26,A02,Pine Ridge CCGT,550.8311127444557,3402.666335046005,13.769647479896895,3
2026-03-22,A04,Cedar CT,65.40121361470298,3314.7703510257115,112.63026981439212,1
2026-05-01,A04,Cedar CT,81.72938403461849,3308.697720960929,89.96350197648616,1
2026-01-16,A02,Pine Ridge CCGT,502.9560304736425,3295.0225564957746,14.470753754613028,3
2026-02-19,A02,Pine Ridge CCGT,557.8259788992785,3271.1792986798496,13.217751880897511,3
2026-05-30,A01,Riverbend CCGT,476.3959959631736,3233.1406925488927,15.141074091048377,2
2026-05-13,A02,Pine Ridge CCGT,392.352509256451,3230.4782057416846,18.26542932876719,2
2026-03-03,A02,Pine Ridge CCGT,305.5338271952825,3157.1683540520044,22.79840606237356,2
2026-05-15,A01,Riverbend CCGT,468.9111552384009,3122.60947891796,14.766947827158077,2
2026-02-18,A02,Pine Ridge CCGT,477.01691881539637,3109.0502804902712,14.421723312498337,3
2026-04-12,A02,Pine Ridge CCGT,445.4828284064194,3098.058033255648,14.812899843415519,2
2026-06-04,A04,Cedar CT,56.26506417696751,3067.51412057797,121.15329726255398,1
2026-06-18,A03,Magnolia CT,213.46211326022498,3041.7218582325604,33.889438172084304,2
2026-04-26,A01,Riverbend CCGT,438.0498710490524,3031.7963142988456,15.383764229927193,2
2026-03-21,A03,Magnolia CT,83.17437903828068,3011.854973751139,80.46962454267168,1
2026-04-16,A02,Pine Ridge CCGT,463.53723324202883,3003.887159633302,14.597723729722595,2
2026-03-02,A04,Cedar CT,82.2175245846586,3002.6253349766694,81.15667283952325,1
2026-02-23,A02,Pine Ridge CCGT,463.7567564749579,2995.5310838683235,14.327582483737023,2
2026-05-17,A02,Pine Ridge CCGT,452.46647284906385,2979.3519824150567,14.648743849727708,2
2026-01-17,A03,Magnolia CT,79.63205992673264,2978.293618465939,83.11263414945043,1
2026-01-04,A02,Pine Ridge CCGT,456.60293325883544,2973.8112496894446,14.474768586693166,2
2026-05-23,A02,Pine Ridge CCGT,462.46376684493407,2972.6415535507995,14.411463573129826,2
2026-01-25,A01,Riverbend CCGT,473.95415735907676,2955.5660904672923,14.042517198062075,2
2026-01-28,A04,Cedar CT,72.02406561274233,2954.6334522040784,91.1619201186478,1
2026-06-06,A04,Cedar CT,50.80441667118348,2952.484277208421,129.14381468128823,1
2026-04-24,A04,Cedar CT,58.21813130278355,2940.825969643363,112.25315335941112,1
